symbol,qty,company,price,change,chgPct,marketValue,bookCost,gain,gainPct,shortName,averagePrice
BT.A.L,1007,BT GROUP ORD GBP0.05,100.00p,0.70p,0.70%,"£1,007.00","£999.32",GBP7.68,0.77%,BT GROUP,£0.99
